TournamentName,Round,Player1Name,Player2Name,Player1_Match_Prob,Player2_Match_Prob,bc_p1_prob,bc_p2_prob,Player1_Match_Odds,Player2_Match_Odds,bc_p1_odds,bc_p2_odds,p1_spread,p2_spread,rel_p1_spread,rel_p2_spread
Atpbarcelona,R32,Carlos Alcaraz,Ethan Quinn,97.4000,2.6000,,,1.0300,38.4600,,,,,,
Atpbarcelona,R32,Laslo Djere,Arthur Rinderknech,66.4000,33.6000,73.0526,26.9474,1.5100,2.9800,1.2800,3.4700,-0.2300,0.4900,-0.1523,0.1644
Atpbarcelona,R32,Roberto Carballes Baena,Jordan Thompson,63.9000,36.1000,,,1.5600,2.7700,,,,,,
Atpbarcelona,R32,Tomas Martin Etcheverry,Alex De Minaur,33.8000,66.2000,28.0778,71.9222,2.9600,1.5100,3.3300,1.3000,0.3700,-0.2100,0.1250,-0.1391
Atpbarcelona,R32,Stefanos Tsitsipas,Reilly Opelka,79.7000,20.3000,,,1.2500,4.9300,,,,,,
Atpbarcelona,R32,Matteo Arnaldi,Sebastian Korda,55.5000,44.5000,,,1.8000,2.2500,,,,,,
Atpbarcelona,R32,Pedro Martinez,Brandon Nakashima,41.8000,58.2000,,,2.3900,1.7200,,,,,,
Atpbarcelona,R32,Pablo Carreno Busta,Arthur Fils,35.0000,65.0000,26.4033,73.5967,2.8600,1.5400,3.5400,1.2700,0.6800,-0.2700,0.2378,-0.1753
Atpbarcelona,R32,Frances Tiafoe,Jaume Munar,57.9000,42.1000,,,1.7300,2.3800,,,,,,
Atpbarcelona,R32,Karen Khachanov,Cameron Norrie,58.5000,41.5000,58.0729,41.9271,1.7100,2.4100,1.6100,2.2300,-0.1000,-0.1800,-0.0585,-0.0747
Atpbarcelona,R32,Stan Wawrinka,Alejandro Davidovich Fokina,37.2000,62.8000,26.9474,73.0526,2.6900,1.5900,3.4700,1.2800,0.7800,-0.3100,0.2900,-0.1950
Atpbarcelona,R32,Jesper De Jong,Andrey Rublev,19.5000,80.5000,,,5.1300,1.2400,,,,,,
Atpbarcelona,R32,Holger Rune,Albert Ramos,88.9000,11.1000,,,1.1200,9.0100,,,,,,
Atpbarcelona,R32,Sebastian Baez,Damir Dzumhur,68.1000,31.9000,,,1.4700,3.1300,,,,,,
Atpbarcelona,R32,Hamad Medjedovic,Giovanni Mpetshi Perricard,55.6000,44.4000,,,1.8000,2.2500,,,,,,
Atpbarcelona,R32,Daniel Elahi Galan,Casper Ruud,11.4000,88.6000,21.4414,78.5586,8.7700,1.1300,4.3600,1.1900,-4.4100,0.0600,-0.5029,0.0531
Atpmunich,R32,Alexander Zverev,Alexandre Muller,83.8000,16.2000,,,1.1900,6.1700,,,,,,
Atpmunich,R32,Chun Hsin Tseng,Daniel Altmaier,42.3000,57.7000,,,2.3600,1.7300,,,,,,
Atpmunich,R32,Tallon Griekspoor,Learner Tien,88.5000,11.5000,,,1.1300,8.7000,,,,,,
Atpmunich,R32,Yannick Hanfmann,Jakub Mensik,27.7000,72.3000,26.9474,73.0526,3.6100,1.3800,3.4700,1.2800,-0.1400,-0.1000,-0.0388,-0.0725
Atpmunich,R32,Ugo Humbert,Nicolas Jarry,61.0000,39.0000,55.0265,44.9735,1.6400,2.5600,1.7000,2.0800,0.0600,-0.4800,0.0366,-0.1875
Atpmunich,R32,Justin Engel,Fabian Marozsan,5.9000,94.1000,18.6992,81.3008,16.9500,1.0600,5.0000,1.1500,-11.9500,0.0900,-0.7050,0.0849
Atpmunich,R32,Zizou Bergs,Alexander Bublik,61.0000,39.0000,,,1.6400,2.5600,,,,,,
Atpmunich,R32,Gael Monfils,Denis Shapovalov,38.9000,61.1000,,,2.5700,1.6400,,,,,,
Atpmunich,R32,Francisco Cerundolo,Jan Lennard Struff,67.8000,32.2000,75.3968,24.6032,1.4700,3.1100,1.2400,3.8000,-0.2300,0.6900,-0.1565,0.2219
Atpmunich,R32,Flavio Cobolli,Alexander Shevchenko,77.8000,22.2000,70.3125,29.6875,1.2900,4.5000,1.3300,3.1500,0.0400,-1.3500,0.0310,-0.3000
Atpmunich,R32,Billy Harris,David Goffin,16.6000,83.4000,,,6.0200,1.2000,,,,,,
Atpmunich,R32,Mariano Navone,Felix Auger Aliassime,30.4000,69.6000,,,3.2900,1.4400,,,,,,
Atpmunich,R32,Jiri Lehecka,Luciano Darderi,49.9000,50.1000,59.5361,40.4639,2.0000,2.0000,1.5700,2.3100,-0.4300,0.3100,-0.2150,0.1550
Atpmunich,R32,Miomir Kecmanovic,Marcos Giron,58.2000,41.8000,,,1.7200,2.3900,,,,,,
Atpmunich,R32,Roberto Bautista Agut,Botic Van De Zandschulp,55.4000,44.6000,47.7333,52.2667,1.8100,2.2400,1.9600,1.7900,0.1500,-0.4500,0.0829,-0.2009
Atpmunich,R32,Borna Gojo,Ben Shelton,28.3000,71.7000,,,3.5300,1.3900,,,,,,
Busanchallenger,R32,Adam Walton,Rio Noguchi,80.9000,19.1000,76.3314,23.6686,1.2400,5.2400,1.2000,3.8700,-0.0400,-1.3700,-0.0323,-0.2615
Busanchallenger,R32,Sho Shimabukuro,Yuta Shimizu,53.0000,47.0000,50.0000,50.0000,1.8900,2.1300,1.8300,1.8300,-0.0600,-0.3000,-0.0317,-0.1408
Busanchallenger,R32,Soon Woo Kwon,Antoine Escoffier,80.3000,19.7000,,,1.2500,5.0800,,,,,,
Busanchallenger,R32,Tristan Schoolkate,Gerard Campana Lee,84.6000,15.4000,74.4283,25.5717,1.1800,6.4900,1.2300,3.5800,0.0500,-2.9100,0.0424,-0.4484
Busanchallenger,R32,Jason Kubler,Rei Sakamoto,63.9000,36.1000,50.0000,50.0000,1.5600,2.7700,1.8300,1.8300,0.2700,-0.9400,0.1731,-0.3394
Busanchallenger,R32,Emil Ruusuvuori,Hyeon Chung,56.7000,43.3000,57.2193,42.7807,1.7600,2.3100,1.6000,2.1400,-0.1600,-0.1700,-0.0909,-0.0736
Busanchallenger,R32,James Trotter,Yu Hsiou Hsu,66.6000,33.4000,,,1.5000,2.9900,,,,,,
Busanchallenger,R32,Yosuke Watanuki,Alex Bolt,72.0000,28.0000,72.6681,27.3319,1.3900,3.5700,1.2600,3.3500,-0.1300,-0.2200,-0.0935,-0.0616
Busanchallenger,R32,Constant Lestienne,Brandon Holt,43.7000,56.3000,40.5263,59.4737,2.2900,1.7800,2.2600,1.5400,-0.0300,-0.2400,-0.0131,-0.1348
Busanchallenger,R32,Terence Atmane,James Mccabe,44.2000,55.8000,61.0390,38.9610,2.2600,1.7900,1.5000,2.3500,-0.7600,0.5600,-0.3363,0.3128
Busanchallenger,R32,Zachary Svajda,Christopher Eubanks,34.4000,65.6000,44.8649,55.1351,2.9100,1.5200,2.0400,1.6600,-0.8700,0.1400,-0.2990,0.0921
Oeiras4Challenger,R32,Francisco Comesana,Gastao Elias,79.3000,20.7000,75.0511,24.9489,1.2600,4.8300,1.2200,3.6700,-0.0400,-1.1600,-0.0317,-0.2402
Oeiras4Challenger,R32,Gregoire Barrere,Luca Van Assche,46.5000,53.5000,,,2.1500,1.8700,,,,,,
Oeiras4Challenger,R32,Lukas Klein,Nishesh Basavareddy,66.7000,33.3000,50.0000,50.0000,1.5000,3.0000,1.8300,1.8300,0.3300,-1.1700,0.2200,-0.3900
Oeiras4Challenger,R32,Raphael Collignon,Jerome Kym,55.4000,44.6000,,,1.8100,2.2400,,,,,,
Oeiras4Challenger,R32,Carlos Taberner,Nicolai Budkov Kjaer,62.4000,37.6000,55.1351,44.8649,1.6000,2.6600,1.6600,2.0400,0.0600,-0.6200,0.0375,-0.2331
Oeiras4Challenger,R32,Shintaro Mochizuki,Thiago Seyboth Wild,40.8000,59.2000,36.3636,63.6364,2.4500,1.6900,2.5200,1.4400,0.0700,-0.2500,0.0286,-0.1479
Oeiras4Challenger,R32,Mikhail Kukushkin,Matteo Gigante,48.8000,51.2000,,,2.0500,1.9500,,,,,,
Oeiras4Challenger,R32,Elmer Moller,Thiago Monteiro,42.2000,57.8000,50.0000,50.0000,2.3700,1.7300,1.8300,1.8300,-0.5400,0.1000,-0.2278,0.0578
Oeiras4Challenger,R32,Dusan Lajovic,Tiago Pereira,91.2000,8.8000,81.7590,18.2410,1.1000,11.3600,1.1200,5.0200,0.0200,-6.3400,0.0182,-0.5581
Oeiras4Challenger,R32,Ugo Blanchet,Jan Choinski,50.5000,49.5000,50.0000,50.0000,1.9800,2.0200,1.8300,1.8300,-0.1500,-0.1900,-0.0758,-0.0941
Sanluispotosichallenger,R32,Kiranpal Pannu,Rodrigo Pacheco Mendez,24.8000,75.2000,25.5717,74.4283,4.0300,1.3300,3.5800,1.2300,-0.4500,-0.1000,-0.1117,-0.0752
Sanluispotosichallenger,R32,Maxime Cressy,Tom Paris,73.6000,26.4000,49.1803,50.8197,1.3600,3.7900,1.8600,1.8000,0.5000,-1.9900,0.3676,-0.5251
Sanluispotosichallenger,R32,Mateus Alves,Juan Carlos Aguilar,61.7000,38.3000,70.4545,29.5455,1.6200,2.6100,1.3000,3.1000,-0.3200,0.4900,-0.1975,0.1877
Sanluispotosichallenger,R32,Garrett Johns,Matias Soto,41.0000,59.0000,44.2049,55.7951,2.4400,1.6900,2.0700,1.6400,-0.3700,-0.0500,-0.1516,-0.0296
Sanluispotosichallenger,R32,Patrick Zahraj,Alvin Nicholas Tudorica,65.3000,34.7000,72.6681,27.3319,1.5300,2.8800,1.2600,3.3500,-0.2700,0.4700,-0.1765,0.1632
Sanluispotosichallenger,R32,Nicolas Mejia,Juan Alejandro Hernandez Serrano,79.5000,20.5000,,,1.2600,4.8800,,,,,,
Sanluispotosichallenger,R32,Luka Pavlovic,Santiago Fa Rodriguez Taverna,68.1000,31.9000,,,1.4700,3.1300,,,,,,
Sanluispotosichallenger,R32,Rodrigo Alujas,Neil Oberleitner,51.4000,48.6000,28.4444,71.5556,1.9500,2.0600,3.2200,1.2800,1.2700,-0.7800,0.6513,-0.3786
Sanluispotosichallenger,R32,Max Wiskandt,Adrian Mannarino,15.5000,84.5000,30.1149,69.8851,6.4500,1.1800,3.0400,1.3100,-3.4100,0.1300,-0.5287,0.1102
Tallahasseechallenger,R32,Eliot Spizzirri,Murphy Cassone,57.2000,42.8000,,,1.7500,2.3400,,,,,,
